Id,Sales
192,7136.01367188
193,6067.13085938
194,9943.08203125
195,8445.63085938
196,6927.10009766
197,4936.18212891
198,7026.00146484
199,7278.08398438
200,6030.95458984
201,9686.38085938
202,7575.96484375
203,6926.62402344
204,6510.94238281
205,6485.703125
206,6217.11376953
207,8445.55078125
208,6558.40576172
209,7134.70703125
210,5691.90234375
211,6758.25146484
212,6995.84912109
213,7078.81201172
214,6381.671875
215,6706.69921875
216,7080.32470703
217,6616.09619141
218,6568.36572266
219,6544.81396484
220,6691.421875
221,5998.56884766
222,6477.62890625
223,6626.5546875
224,6391.86328125
225,6025.58398438
226,6693.94335938
227,6382.08544922
228,6756.90429688
229,6633.23242188
230,7061.55517578
231,6850.19335938
232,5802.45263672
233,6506.53466797
234,6885.41601562
235,5689.72607422
236,6684.40478516
237,6279.96142578
238,6475.88085938
239,6467.47949219
240,7346.79052734
241,6752.81298828
242,5645.00976562
243,6179.08837891
244,6924.57666016
245,6286.82373047
246,6561.09619141
247,10894.7001953
248,6151.50830078
249,8010.23925781
250,5938.87646484
251,6390.51611328
252,6293.14746094
253,5489.72705078
254,6676.81542969
255,7164.234375
256,5864.52587891
257,8541.09082031
258,9205.55761719
259,6757.06542969
260,7300.74267578
261,5313.76074219
262,7134.70703125
263,7119.74462891
264,7498.50390625
265,7066.0625
266,8274.73339844
267,6473.78710938
268,7134.70703125
269,5934.25585938
270,6514.11669922
271,6329.30224609
272,5843.46972656
273,6028.625
274,6126.78515625
275,7219.56445312
276,7676.94287109
277,6355.44189453
278,6386.57958984
279,7094.57470703
280,9264.07714844
281,5951.35742188
282,6291.70703125
283,7125.26806641
284,7399.02636719
285,7236.55126953
286,6635.91552734
287,6975.90625
288,7174.65576172
289,6331.66308594
290,8285.30078125
291,7312.66699219
292,6720.64013672
293,7466.31738281
294,9969.59472656
295,6535.55029297
296,6369.98925781
297,7207.78466797
298,6544.81396484
299,7362.65820312
300,5968.02441406
301,6544.81396484
302,7159.28173828
303,6723.62158203
304,6076.56494141
305,6803.73925781
306,6027.56152344
307,6338.44873047
308,7030.81445312
309,5236.80957031
310,6088.05810547
311,5901.61230469
312,6115.44091797
313,6242.54003906
314,5884.65917969
315,6892.89990234
316,7094.57470703
317,6970.43261719
318,7563.32275391
319,5895.9296875
320,7186.44287109
321,7522.12158203
322,6912.71142578
323,6271.69482422
324,6422.75048828
325,6821.27685547
326,7097.33642578
327,7099.93603516
328,6925.66650391
329,6906.17382812
330,8139.8984375
331,6235.76171875
332,6409.97167969
333,7102.625
334,7090.58349609
335,7194.21289062
336,6628.43212891
337,7005.00341797
338,6297.41064453
339,6541.66210938
340,6585.20898438
341,6249.41503906
342,6930.92675781
343,5823.20556641
344,7397.71386719
345,7166.74951172
346,10539.6123047
347,6863.37792969
348,6174.27490234
349,6631.92919922
350,7056.90234375
351,7119.92138672
352,7877.65429688
353,6118.99462891
354,6540.52050781
355,6747.28271484
356,6175.74169922
357,6759.33447266
358,7189.63085938
359,7211.34716797
360,8782.63476562
361,7115.18945312
362,8193.88769531
363,6457.16748047
364,7161.24169922
365,7043.6953125
366,7077.30664062
367,6326.45947266
368,6336.71386719
369,7235.76464844
370,6335.92822266
371,5875.28173828
372,6520.23974609
373,7050.56494141
374,6801.53955078
375,5981.16601562
376,6209.50390625
377,6856.40332031
378,6482.35107422
379,7393.87597656
380,6510.64404297
381,5876.67724609
382,5901.77539062
383,7018.11132812
384,9346.78515625
385,7340.98339844
386,5721.95068359
387,6413.43945312
388,7447.54785156
389,7255.14257812
390,6452.22949219
391,7130.69335938
392,6446.85302734
393,5305.34326172
394,6471.58300781
395,6753.61816406
396,6281.12988281
397,7099.44873047
398,6638.77734375
399,6015.09814453
400,5663.74072266
401,6348.60205078
402,6837.52929688
403,7157.74560547
404,7214.45654297
405,8585.2109375
406,7136.00683594
407,7133.16943359
408,7130.68652344
409,7732.03417969
410,7127.53125
411,6260.96630859
412,6474.70117188
413,6307.25732422
414,5763.74560547
415,6006.05175781
416,7022.98632812
417,6729.54345703
418,7461.44775391
419,5799.77441406
420,6332.52685547
421,7152.32714844
422,6248.56298828
423,7108.31787109
424,7122.77392578
425,7390.16064453
426,7266.02197266
427,6559.08154297
428,5997.5390625
429,7316.76904297
430,5421.66113281
431,6821.73876953
432,6244.70800781
433,6700.31201172
434,7756.22460938
435,6350.76416016
436,5998.32861328
437,7783.08105469
438,5775.83154297
439,6092.38574219
440,5892.61230469
441,6855.98486328
442,6690.04980469
443,7307.45166016
444,5759.84375
445,6811.06347656
446,6082.74707031
447,5815.50683594
448,6901.06396484
449,6783.89746094
450,8655.74804688
451,6635.97900391
452,6993.06054688
453,6123.36181641
454,7297.38671875
455,9036.66113281
456,7409.28027344
457,7281.4375
458,5878.50488281
459,6166.52392578
460,5984.79541016
461,6512.96728516
462,7761.71582031
463,6089.86425781
464,6283.14306641
465,7114.64648438
466,6368.84716797
467,5922.39208984
468,6238.14746094
469,6895.81347656
470,6520.39501953
471,6207.82226562
472,6208.93554688
473,7060.921875
474,6932.18261719
475,7250.90869141
476,7096.91650391
477,6274.71630859
478,7019.07519531
479,6199.18945312
480,7116.47216797
481,6509.88037109
482,7154.20996094
483,6130.96533203
484,7218.66210938
485,7129.13574219
486,6779.4921875
487,5964.046875
488,6314.94433594
489,6480.42822266
490,6015.17285156
491,7063.40771484
492,6430.1796875
493,6390.43066406
494,7096.91650391
495,5678.0859375
496,5931.47705078
497,7106.43359375
498,6401.85742188
499,8926.4296875
500,6449.68847656
501,7222.73242188
502,6095.54785156
503,7039.36328125
504,7127.59912109
505,6169.01806641
506,5822.91650391
507,7215.38574219
508,7101.23632812
509,6584.31689453
510,6071.00927734
511,7308.44140625
512,6557.67382812
513,7142.71435547
514,7592.79833984
515,6066.35546875
516,7215.65380859
517,6267.43701172
518,6263.88085938
519,7072.11083984
520,6220.39990234
521,6020.14941406
522,6048.07519531
523,7764.59619141
524,6605.515625
525,6265.55419922
526,6418.671875
527,5282.88671875
528,6339.59765625
529,6431.26513672
530,7093.64794922
531,6642.609375
532,6999.77392578
533,7057.22558594
534,7121.48339844
535,6297.34472656
536,6942.51855469
537,5836.13916016
538,7564.13085938
539,6669.83935547
540,6609.54931641
541,6213.66943359
542,6102.59863281
543,6309.10449219
544,6781.484375
545,6516.11767578
546,6603.04003906
547,7379.30664062
548,6024.58984375
549,6804.32324219
550,6410.64453125
551,8322.54882812
552,5772.32861328
553,6214.72412109
554,6804.08300781
555,6922.17919922
556,7007.87695312
557,6447.96630859
558,6882.30371094
559,7130.05371094
560,5892.88232422
561,7095.79980469
562,7236.11669922
563,6569.41845703
564,6241.81982422
565,7245.62695312
566,7044.60888672
567,6685.94140625
568,8804.88574219
569,6598.58251953
570,6598.82177734
571,6574.40185547
572,7198.40673828
573,7029.91601562
574,6903.36816406
575,7098.94775391
576,7098.94091797
577,6279.23681641
578,6927.95214844
579,6151.55517578
580,6095.72802734
581,6090.47412109
582,6368.81689453
583,5995.23974609
584,7109.17236328
585,11836.5634766
586,7117.15087891
587,6918.89208984
588,6746.29150391
589,5097.36621094
590,6880.24267578
591,4722.69775391
592,8501.84277344
593,7084.98583984
594,7125.06396484
595,7458.08935547
596,7537.26074219
597,7590.03271484
598,6869.86230469
599,6872.37207031
600,7002.36474609
601,7338.19042969
602,6952.80322266
603,6033.91748047
604,5054.90771484
605,6524.02832031
606,5783.59912109
607,6332.61132812
608,6118.11328125
609,6948.85839844
610,7096.95019531
611,6773.71386719
612,6638.72021484
613,6468.95996094
614,6015.05810547
615,7116.11230469
616,6067.14257812
617,7094.91308594
618,6867.25488281
619,5422.92285156
620,7050.06738281
621,6405.72412109
622,5606.0
623,6555.16601562
624,6904.96191406
625,6930.03417969
626,6806.13427734
627,7147.42382812
628,6412.62597656
629,6216.63330078
630,7235.08837891
631,7233.02539062
632,6093.29785156
633,7437.54541016
634,7156.96044922
635,6864.96240234
636,7119.71777344
637,6665.12060547
638,6338.03759766
639,7199.94482422
640,7065.98144531
641,6790.59130859
642,6448.60595703
643,6383.55273438
644,5778.72998047
645,6545.85058594
646,6309.65820312
647,7288.67089844
648,5885.15869141
649,5789.06884766
650,7454.73974609
651,7004.38867188
652,6730.76953125
653,7067.97705078
654,5934.39697266
655,6533.31298828
656,5930.36816406
657,6662.80712891
658,6161.77880859
659,6295.95703125
660,6688.56933594
661,5856.71679688
662,7160.71582031
663,7095.54248047
664,5276.50634766
665,6789.72998047
666,7247.62402344
667,5727.96826172
668,7057.57568359
669,5808.14501953
670,6755.28662109
671,7086.85791016
672,7062.84863281
673,7199.49169922
674,6457.14257812
675,5863.16699219
676,6608.39550781
677,5805.56933594
678,7102.79443359
679,6239.76611328
680,6511.12255859
681,6466.38134766
682,7059.71679688
683,6204.25292969
684,7080.83105469
685,6767.04296875
686,6505.17578125
687,6288.98876953
688,6563.07421875
689,6572.30126953
690,7002.43164062
691,7102.79443359
692,8375.44824219
693,5351.27294922
694,6848.06347656
695,7153.828125
696,5898.68017578
697,7152.42919922
698,6846.60058594
699,7757.41552734
700,7297.14306641
701,8299.65625
702,6213.42626953
703,7136.0
704,7165.25927734
705,7211.16796875
706,6893.96533203
707,6740.14257812
708,7049.62988281
709,6979.09423828
710,6499.85400391
711,6245.38720703
712,6323.33447266
713,6635.17529297
714,6034.04443359
715,5816.76611328
716,6855.89306641
717,6494.109375
718,6233.27636719
719,7170.66064453
720,7086.83105469
721,5597.21044922
722,6720.78759766
723,6671.67822266
724,7046.54443359
725,6533.68066406
726,6548.25439453
727,6280.375
728,6526.01367188
729,5619.85058594
730,6868.55175781
731,7051.13623047
732,6963.06298828
733,7218.26953125
734,5624.19384766
735,6337.62695312
736,7540.78417969
737,6343.11816406
738,7056.5390625
739,7164.17285156
740,6509.50146484
741,5568.27441406
742,5906.30908203
743,6442.37207031
744,7048.68896484
745,6864.37304688
746,6739.73144531
747,7929.49560547
748,6290.38085938
749,6387.84667969
750,4813.65039062
751,5690.94726562
752,6671.82470703
753,9439.04199219
754,6674.63818359
755,6744.1875
756,5722.33837891
757,6426.48242188
758,8108.46191406
759,5600.62304688
760,6886.45361328
761,5928.08349609
762,5454.33935547
763,6325.75341797
764,6386.50048828
765,6644.94775391
766,5813.56005859
767,6962.20654297
768,5430.49609375
769,7172.91796875
770,7046.74609375
771,5770.86962891
772,6646.50048828
773,7087.90576172
774,6280.90185547
775,6748.40234375
776,7040.27001953
777,7109.81640625
778,7021.72021484
779,5279.72314453
780,8494.34472656
781,6162.68408203
782,6222.12646484
783,6928.79150391
784,8008.7265625
785,7234.27392578
786,7073.25048828
787,6334.57470703
788,6813.32470703
789,11230.4082031
790,6383.52246094
791,6447.09912109
792,6087.87792969
793,7775.29003906
794,6752.70361328
795,7176.12060547
796,6914.61035156
797,6847.04492188
798,5772.24023438
799,6701.96728516
800,7354.96582031
801,6149.42529297
802,6550.38476562
803,5965.18457031
804,6767.30761719
805,6895.43164062
806,6165.87695312
807,7109.49121094
808,6157.20800781
809,6319.53564453
810,7151.86328125
811,7165.01318359
812,6855.61181641
813,6178.58154297
814,7135.58496094
815,6713.60546875
816,7177.359375
817,7608.04394531
818,6075.30175781
819,6606.45458984
820,7163.55078125
821,5705.32861328
822,7509.62646484
823,6288.69482422
824,6724.51318359
825,6432.13671875
826,5775.30273438
827,5723.56640625
828,7034.47705078
829,7074.73486328
830,6666.29052734
831,5723.91601562
832,6919.72363281
833,7214.38085938
834,7151.86328125
835,6221.22460938
836,7011.49414062
837,7180.54345703
838,8475.06835938
839,6523.99072266
840,5791.00732422
841,7991.14648438
842,7487.34765625
843,5973.79394531
844,7482.69335938
845,6136.33007812
846,5499.44921875
847,5875.51123047
848,5315.99121094
849,5781.31005859
850,6163.06591797
851,5767.08935547
852,5835.95556641
853,8147.07519531
854,7063.48828125
855,14759.3105469
856,6182.14794922
857,6068.34619141
858,6470.44140625
859,7890.68603516
860,6398.84765625
861,7432.765625
862,6175.03466797
863,6334.39355469
864,6941.78320312
865,5924.44335938
866,6195.28808594
867,6967.92626953
868,7130.48925781
869,6478.87109375
870,6641.95068359
871,6980.64550781
872,5895.55273438
873,6741.01708984
874,7624.9921875
875,7233.92919922
876,8272.15332031
877,7091.05029297
878,6353.24804688
879,7113.16748047
880,5963.51220703
881,7716.71728516
882,6880.07861328
883,7237.08300781
884,6410.00830078
885,5959.74755859
886,5688.16845703
887,6254.09033203
888,8682.36425781
889,6380.19873047
890,6203.73779297
891,5868.82910156
892,7343.09863281
893,6246.17919922
894,7101.13476562
895,6302.41015625
896,6935.37060547
897,7193.48583984
898,6579.27587891
899,6985.06103516
900,6487.91796875
901,5852.91943359
902,6395.25390625
903,7014.09619141
904,8046.90380859
905,6400.94189453
906,7657.16162109
907,6609.00683594
908,7143.12988281
909,7105.28808594
910,7100.72167969
911,5953.52636719
912,6990.23291016
913,7238.21533203
914,7008.75927734
915,7447.42675781
916,7015.85595703
917,6326.86962891
918,6677.39501953
919,6623.69238281
920,7857.80566406
921,6490.86425781
922,7675.25146484
923,5634.87451172
924,6566.01660156
925,7210.69335938
926,6305.78955078
927,6454.12548828
928,6622.19482422
929,7080.15576172
930,6300.14404297
931,5868.18017578
932,6753.21875
933,6047.625
934,6657.34375
935,5771.22753906
936,6427.85546875
937,7139.79248047
938,7147.66210938
939,6302.80664062
940,7062.28955078
941,6388.37695312
942,7361.51367188
943,7106.83349609
944,6289.27099609
945,7135.81640625
946,7083.45214844
947,6403.89111328
948,6839.96240234
949,6460.75878906
950,6275.62646484
951,6077.27832031
952,5877.37792969
953,6116.68359375
954,5995.29101562
955,6510.95458984
956,6434.03857422
957,5872.25634766
958,6419.72509766
959,6982.95605469
960,6135.35839844
961,5964.70117188
962,5831.42626953
963,6429.40087891
964,6359.09228516
965,7215.65380859
966,7214.44970703
967,7095.46142578
968,7111.74951172
969,6103.75097656
970,7462.42285156
971,6602.83203125
972,6836.87060547
973,7188.69824219
974,6247.12646484
975,7128.36083984
976,7091.9296875
977,6880.43310547
978,7105.00341797
979,7148.67822266
980,6920.22509766
981,5969.23730469
982,5942.49169922
983,6828.88037109
984,6684.53222656
985,6754.28173828
986,6013.22265625
987,6548.21728516
988,7025.5859375
989,6193.17285156
990,6787.57373047
991,6443.09716797
992,7392.1484375
993,6555.09130859
994,6436.81298828
995,6000.89208984
996,6684.53222656
997,7106.44042969
998,5135.15869141
999,6858.81005859
1000,6215.56005859
1001,7138.96142578
1002,6134.01855469
1003,6887.70800781
1004,7106.45361328
1005,6520.61279297
1006,6233.29980469
1007,9316.23144531
1008,6728.7734375
1009,6174.98144531
1010,6640.14501953
1011,6540.5078125
1012,7187.84814453
1013,6194.97460938
1014,6267.07226562
1015,6681.56835938
1016,6193.79296875
1017,4811.80957031
1018,6950.01171875
1019,7082.16162109
1020,7113.18115234
1021,6746.99951172
1022,6907.77441406
1023,6517.62158203
1024,5825.18310547
1025,5878.79638672
1026,6226.11621094
1027,7147.7578125
1028,5941.50537109
1029,6539.52246094
1030,6548.21728516
1031,6937.07080078
1032,7235.01220703
1033,7163.31201172
1034,6867.59521484
1035,6548.21728516
1036,6805.35546875
1037,6467.88671875
1038,6955.4296875
1039,7137.84521484
1040,7307.92529297
1041,6026.81396484
1042,6023.73925781
1043,5860.11962891
1044,7418.30322266
1045,6850.32373047
1046,7597.703125
1047,7136.13623047
1048,7139.52685547
1049,6070.28564453
1050,9948.25195312
1051,8450.02246094
1052,6930.70166016
1053,4940.75585938
1054,7029.65478516
1055,7284.82763672
1056,6034.09033203
1057,9691.41699219
1058,7579.90429688
1059,6930.22558594
1060,6514.32763672
1061,6489.07568359
1062,6220.17431641
1063,8449.70800781
1064,6561.81591797
1065,7138.41699219
1066,5694.86230469
1067,6761.578125
1068,6999.48681641
1069,7082.49267578
1070,6384.98974609
1071,6712.91357422
1072,7084.00585938
1073,6619.53662109
1074,6571.78125
1075,6548.21728516
1076,6694.90087891
1077,6004.12695312
1078,6480.99707031
1079,6630.00048828
1080,6395.18701172
1081,6048.00585938
1082,6697.42382812
1083,6385.40429688
1084,6760.41748047
1085,6636.68164062
1086,7065.22705078
1087,6853.56542969
1088,5807.82910156
1089,6509.91748047
1090,6888.80517578
1091,5694.99804688
1092,6687.88037109
1093,6283.22705078
1094,6479.24804688
1095,6473.47216797
1096,7350.61035156
1097,6756.32421875
1098,5647.94482422
1099,6182.30126953
1100,6928.17675781
1101,6290.09277344
1102,6567.17578125
1103,10900.3642578
1104,6154.70654297
1105,8014.40429688
1106,5941.79980469
1107,6393.83886719
1108,6298.97851562
1109,5494.81396484
1110,6680.28710938
1111,7167.95947266
1112,5869.95996094
1113,8545.53125
1114,9210.08886719
1115,6760.57861328
1116,7304.53857422
1117,5318.68457031
1118,7138.41699219
1119,7123.44677734
1120,7502.40283203
1121,7069.73681641
1122,8279.03613281
1123,6477.15332031
1124,7138.41699219
1125,5939.75439453
1126,6517.50390625
1127,6332.59326172
1128,5846.50830078
1129,6034.21142578
1130,6129.97119141
1131,7223.31787109
1132,7680.93457031
1133,6358.74658203
1134,6389.90039062
1135,7098.26367188
1136,9268.89355469
1137,5956.87207031
1138,6294.97851562
1139,7128.97265625
1140,7402.87353516
1141,7240.11376953
1142,6639.36621094
1143,6979.53369141
1144,7178.38623047
1145,6334.95556641
1146,8289.60839844
1147,7316.46923828
1148,6724.13476562
1149,7473.23535156
1150,9974.77832031
1151,6538.94873047
1152,6373.125
1153,7214.46337891
1154,6548.21728516
1155,7366.48632812
1156,5970.96240234
1157,6548.21728516
1158,7163.00439453
1159,6727.11767578
1160,6079.72460938
1161,6807.27685547
1162,6030.69580078
1163,6341.74462891
1164,7034.27587891
1165,5241.66259766
1166,6091.22363281
1167,5904.68115234
1168,6118.62109375
1169,6245.78613281
1170,5887.71875
1171,6899.28710938
1172,7098.26367188
1173,6974.05664062
1174,7567.04638672
1175,5898.99511719
1176,7190.17919922
1177,7525.82470703
1178,6916.30566406
1179,6274.95605469
1180,6426.09033203
1181,6827.59765625
1182,7101.02636719
1183,7103.62792969
1184,6929.26757812
1185,6909.76464844
1186,8144.13085938
1187,6241.3671875
1188,6413.3046875
1189,7106.31835938
1190,7094.27050781
1191,7197.95361328
1192,6631.87890625
1193,7008.64599609
1194,6300.68505859
1195,6545.06347656
1196,6588.63330078
1197,6252.66455078
1198,6934.53027344
1199,5826.23339844
1200,7401.56005859
1201,7170.47558594
1202,10544.8007812
1203,6869.73779297
1204,6177.48535156
1205,6635.37792969
1206,7060.57177734
1207,7123.62353516
1208,7881.75
1209,6122.17626953
1210,6543.92138672
1211,6750.79101562
1212,6178.95263672
1213,6762.84912109
1214,7193.36914062
1215,7215.09667969
1216,8787.20117188
1217,7118.88916016
1218,8198.14746094
1219,6460.52490234
1220,7164.96533203
1221,7047.35791016
1222,7080.98632812
1223,6329.74902344
1224,6340.00878906
1225,7239.52685547
1226,6339.22265625
1227,5878.33642578
1228,6523.62988281
1229,7054.03564453
1230,6805.07617188
1231,5986.70800781
1232,6212.73291016
1233,6859.96826172
1234,6485.72167969
1235,7397.72070312
1236,6514.02978516
1237,5879.73291016
1238,5904.84423828
1239,7021.76074219
1240,9351.64550781
1241,7344.80078125
1242,5724.92578125
1243,6416.59667969
1244,7451.41992188
1245,7258.91455078
1246,6455.58447266
1247,7134.40087891
1248,6450.20507812
1249,5310.25927734
1250,6474.94824219
1251,6757.12988281
1252,6286.94970703
1253,7103.14013672
1254,6642.04541016
1255,6018.22607422
1256,5668.98876953
1257,6354.484375
1258,6841.08447266
1259,7161.46728516
1260,7218.20800781
1261,8589.67480469
1262,7139.71728516
1263,7136.87841797
1264,7134.39404297
1265,7736.0546875
1266,7131.23730469
1267,6264.22167969
1268,6478.06787109
1269,6310.53662109
1270,5766.74267578
1271,6009.17431641
1272,7026.63818359
1273,6733.04248047
1274,7465.32763672
1275,5802.79003906
1276,6335.81933594
1277,7156.04589844
1278,6254.35253906
1279,7112.01416016
1280,7126.47753906
1281,7393.79882812
1282,7269.79980469
1283,6562.49169922
1284,6000.65722656
1285,7320.57373047
1286,5426.53466797
1287,6825.28613281
1288,6247.95507812
1289,6703.79589844
1290,7760.25732422
1291,6353.890625
1292,6001.44726562
1293,7787.12744141
1294,5778.83447266
1295,6095.55371094
1296,5895.67626953
1297,6859.54931641
1298,6693.52832031
1299,7311.25097656
1300,5762.83886719
1301,6814.60498047
1302,6085.90966797
1303,5820.89550781
1304,6904.65234375
1305,6787.42480469
1306,8660.24804688
1307,6639.4296875
1308,6996.69677734
1309,6129.03564453
1310,7300.97949219
1311,9041.359375
1312,7413.1328125
1313,7285.22363281
1314,5881.56152344
1315,6169.72998047
1316,5990.34082031
1317,6516.35351562
1318,7752.859375
1319,6095.50683594
1320,6286.41015625
1321,7118.34570312
1322,6371.98242188
1323,5927.87988281
1324,6241.39111328
1325,6899.20800781
1326,6523.78515625
1327,6211.05029297
1328,6212.1640625
1329,7064.59326172
1330,6935.78710938
1331,7257.62695312
1332,7100.60644531
1333,6277.97900391
1334,7022.72509766
1335,6202.41259766
1336,7120.17236328
1337,6513.265625
1338,7157.93017578
1339,6134.15332031
1340,7222.41552734
1341,7132.84277344
1342,6785.58642578
1343,5969.57324219
1344,6318.22802734
1345,6483.79785156
1346,6018.30078125
1347,7067.08007812
1348,6433.5234375
1349,6393.75341797
1350,7100.60644531
1351,5683.34716797
1352,5936.97314453
1353,7110.12841797
1354,6405.18652344
1355,8931.0703125
1356,6452.86376953
1357,7226.48828125
1358,6098.71728516
1359,7043.0234375
1360,7131.10791016
1361,6172.22558594
1362,5825.94433594
1363,7219.13720703
1364,7104.92871094
1365,6587.74072266
1366,6074.16601562
1367,7312.24121094
1368,6561.08349609
1369,7146.42822266
1370,7596.74658203
1371,6071.9765625
1372,7219.40576172
1373,6270.69580078
1374,6267.13818359
1375,7075.78759766
1376,6223.63427734
1377,6023.27978516
1378,6051.22021484
1379,7768.63330078
1380,6608.76757812
1381,6268.81201172
1382,6424.61914062
1383,5287.78222656
1384,6342.89404297
1385,6434.609375
1386,7097.33642578
1387,6646.06347656
1388,7003.41357422
1389,7060.89501953
1390,7125.18603516
1391,6300.61914062
1392,6946.12841797
1393,5839.17382812
1394,7568.06396484
1395,6673.30761719
1396,6612.98583984
1397,6216.89990234
1398,6105.77148438
1399,6312.38476562
1400,6785.01025391
1401,6519.50585938
1402,6608.97558594
1403,7383.14355469
1404,6027.72216797
1405,6807.86132812
1406,6413.97753906
1407,8326.87695312
1408,5775.33007812
1409,6217.95556641
1410,6807.62109375
1411,6925.58691406
1412,7011.52099609
1413,6451.31884766
1414,6888.68066406
1415,7133.76123047
1416,5895.94628906
1417,7099.48925781
1418,7239.87890625
1419,6572.83447266
1420,6245.06542969
1421,7249.39404297
1422,7048.27197266
1423,6689.41796875
1424,8802.55175781
1425,6608.29492188
1426,6602.25292969
1427,6577.8203125
1428,7202.14990234
1429,7033.57128906
1430,6906.76660156
1431,7102.63867188
1432,7102.63183594
1433,6282.50195312
1434,6934.37158203
1435,6154.75390625
1436,6098.89746094
1437,6093.64111328
1438,6372.12841797
1439,5998.35693359
1440,7115.75976562
1441,11842.7177734
1442,7120.8515625
1443,6922.48974609
1444,6749.79931641
1445,5102.08984375
1446,6883.8203125
1447,4727.06933594
1448,8506.26269531
1449,7088.66992188
1450,7128.76855469
1451,7461.96728516
1452,7541.1796875
1453,7593.76904297
1454,6873.43408203
1455,6875.9453125
1456,7006.00585938
1457,7342.00585938
1458,6956.41845703
1459,6037.05517578
1460,5059.59179688
1461,6527.42041016
1462,5786.60644531
1463,6335.72900391
1464,6121.29443359
1465,6952.47167969
1466,7100.640625
1467,6777.23583984
1468,6642.17236328
1469,6472.32373047
1470,6020.63183594
1471,7119.8125
1472,6070.296875
1473,7098.60205078
1474,6870.63525391
1475,5425.74267578
1476,7053.73291016
1477,6411.65966797
1478,5608.91503906
1479,6561.24023438
1480,6908.55224609
1481,6933.63769531
1482,6809.67333984
1483,7151.14013672
1484,6415.95996094
1485,6219.86572266
1486,7238.85009766
1487,7236.78613281
1488,6098.94433594
1489,7441.20703125
1490,7160.68164062
1491,6876.12939453
1492,7123.41943359
1493,6668.58642578
1494,6341.33349609
1495,7203.68847656
1496,7069.65576172
1497,6794.12207031
1498,6451.95898438
1499,6389.46777344
1500,5784.08447266
1501,6549.07275391
1502,6312.93896484
1503,7292.46044922
1504,5888.21875
